Date,Unix,Ticker,Price,stock_p_change,SP500,SP500_p_change,Market Cap,Enterprise Value,Trailing P/E,Forward P/E,PEG Ratio,Price/Sales,Price/Book,Enterprise Value/Revenue,Enterprise Value/EBITDA,Profit Margin,Operating Margin,Return on Assets,Return on Equity,Revenue,Revenue Per Share,Quarterly Revenue Growth,Gross Profit,EBITDA,Net Income Avi to Common,Diluted EPS,Quarterly Earnings Growth,Total Cash,Total Cash Per Share,Total Debt,Total Debt/Equity,Current Ratio,Book Value Per Share,Operating Cash Flow,Levered Free Cash Flow,Beta,50-Day Moving Average,200-Day Moving Average,Avg Vol (3 month),Shares Outstanding,Float,% Held by Insiders,% Held by Institutions,Shares Short,Short Ratio,Short % of Float,Shares Short (prior month
0,0,NDAQ,0,0,0,0,,,,,,,,,,17.42,24.25,5.7,16.07,5230000000.0,31.81,29.0,2540000000.0,1460000000.0,911000000.0,5.46,76.0,604000000.0,3.68,4010000000.0,66.68,1.16,36.65,1160000000.0,822500000.0,0.78,126.74,125.91,164040000.0,164040000.0,114090000.0,18.69,77.94,1880000.0,2.28,1.64,2490000.0
0,0,BAC,0,0,0,0,,,,,,,,,,25.69,28.75,0.75,7.23,75570000000.0,8.56,-5.1,85580000000.0,,18010000000.0,2.03,-15.5,815050000000.0,94.22,529030000000.0,,,28.33,42500000000.0,,1.59,27.38,25.52,58480000.0,8650000000.0,8630000000.0,0.1,71.11,73650000.0,1.14,0.96,73100000.0
0,0,APA,0,0,0,0,5730000000.0,14830000000.0,,40.0,,1.25,,3.11,-2.73,-167.83,-39.83,-6.79,-189.8,4670000000.0,12.38,-24.8,4630000000.0,2610000000.0,-7850000000.0,-20.78,,162000000.0,0.43,9040000000.0,6369.01,1.24,-4.35,1670000000.0,1030000000.0,4.89,12.25,12.75,12450000.0,377480000.0,354630000.0,0.27,85.72,16640000.0,1.26,6.0,15340000.0
0,0,ESV,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,KR,0,0,0,0,24010000000.0,42500000000.0,8.36,11.7,1.84,0.19,2.39,0.33,5.12,2.29,2.9,5.04,31.78,130650000000.0,167.13,6.3,27850000000.0,6600000000.0,2950000000.0,3.74,139.9,2180000000.0,2.86,20670000000.0,205.8,0.83,13.15,6510000000.0,3740000000.0,0.34,31.96,33.49,9830000.0,761350000.0,729470000.0,0.66,89.07,68990000.0,6.59,9.08,57800000.0
0,0,MMC,0,0,0,0,58550000000.0,71150000000.0,29.01,21.98,2.26,3.46,6.82,4.17,17.72,11.91,23.55,7.88,24.93,17070000000.0,33.74,0.0,7340000000.0,4730000000.0,2029999999.9999998,3.98,4.3,2390000000.0,4.71,14980000000.0,171.22,1.27,16.94,3070000000.0,3270000000.0,0.85,113.2,112.96,1820000.0,507190000.0,505790000.0,0.11,89.56,3590000.0,1.94,0.71,3310000.0
0,0,DOV,0,0,0,0,17490000000.0,20200000000.0,26.44,20.0,2.08,2.65,5.39,3.02,16.71,10.02,14.71,6.96,21.38,6680000000.0,46.28,-4.2,2630000000.0,1260000000.0,669470000.0,4.59,-2.8,427500000.0,2.97,3140000000.0,96.65,1.48,22.53,1050000000.0,810560000.0,1.3,120.95,109.95,143970000.0,143970000.0,143380000.0,0.9,85.58,1160000.0,1.47,0.93,1940000.0
0,0,KEY,0,0,0,0,15210000000.0,,13.67,11.51,2.61,2.35,0.96,,,22.91,29.22,0.77,7.0,5370000000.0,5.54,7.0,5920000000.0,,1110000000.0,1.15,2.9,3640000000.0,3.73,13880000000.0,,,16.21,1720000000.0,,1.57,15.18,13.18,8670000.0,976470000.0,971340000.0,0.48,83.79,15620000.0,1.76,1.82,14670000.0
0,0,BTU,0,0,0,0,,,,,,,,,,-62.27,-8.81,-3.08,-99.35,3260000000.0,33.46,-39.4,1090000000.0,352600000.0,-2040000000.0,-20.835,,814600000.0,8.33,1660000000.0,150.95,0.65,10.74,92700000.0,111660000.0,1.49,1.3971,2.4535,3480000.0,97800000.0,62510000.0,1.26,97.33,6250000.0,1.58,9.18,8580000.0
0,0,AET,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,MJN,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,KMB,0,0,0,0,46260000000.0,53110000000.0,19.74,16.69,3.79,2.47,138.09,2.81,13.4,12.49,18.83,14.08,723.61,18890000000.0,55.33,0.9,6450000000.0,4250000000.0,2360000000.0,6.89,-29.7,1520000000.0,4.46,8400000000.0,1455.29,1.0,0.98,3770000000.0,2230000000.0,0.5,137.51,144.98,2049999.9999999998,340140000.0,339030000.0,0.34,75.54,6930000.0,2.72,2.05,7410000.0
0,0,MKC,0,0,0,0,24760000000.0,29200000000.0,33.49,31.75,1.9,4.6,6.42,5.28,24.16,13.75,18.87,6.14,20.47,5530000000.0,20.77,7.6,2150000000.0,1190000000.0,760100000.0,2.83,7.4,221000000.0,0.83,4310000000.0,109.31,0.9,14.74,1080000000.0,709260000.0,0.44,92.63,94.79,1090000.0,248700000.0,262269999.99999997,0.22,83.17,4620000.0,4.35,,5060000.0
0,0,APH,0,0,0,0,39310000000.0,41900000000.0,34.67,30.3,2.97,4.87,7.84,5.01,22.18,14.0,18.92,8.77,25.2,8320000000.0,27.98,10.6,2620000000.0,1870000000.0,1170000000.0,3.79,23.7,1460000000.0,4.87,3820000000.0,74.73,2.27,16.89,1580000000.0,983080000.0,1.27,126.43,110.7,1430000.0,299160000.0,297530000.0,1.48,95.56,2270000.0,1.56,1.02,2110000.0
0,0,M,0,0,0,0,,,,,,,,,,-19.17,-3.43,-2.01,-90.7,19640000000.0,63.19,-21.9,10160000000.0,20000000.0,-3760000000.0,-12.12,,1550000000.0,5.0,8650000000.0,385.82,1.11,7.22,1680000000.0,1860000000.0,2.01,9.22,7.35,26750000.0,310480000.0,309900000.0,0.77,83.69,110050000.0,2.95,39.93,120070000.0
0,0,HSY,0,0,0,0,31400000000.0,35350000000.0,26.6,22.78,4.38,3.96,15.28,4.42,18.79,14.87,21.89,12.41,62.06,8029999999.999999,38.51,4.0,3620000000.0,2049999999.9999998,1190000000.0,5.7,37.5,1210000000.0,5.79,5150000000.0,248.94,1.44,9.93,1870000000.0,1080000000.0,0.3,148.79,142.47,147530000.0,147530000.0,146930000.0,0.16,76.78,3000000.0,3.06,2.29,1790000.0
0,0,CBG,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,JEC,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,EQR,0,0,0,0,21550000000.0,30140000000.0,22.71,54.95,14.11,8.46,2.06,11.41,13.75,35.97,31.8,2.52,9.12,2640000000.0,7.11,-9.1,1790000000.0,1670000000.0,947450000.0,2.55,-65.8,178330000.0,0.48,8730000000.0,78.99,0.59,28.15,1400000000.0,1140000000.0,0.77,58.25,56.64,3150000.0,372250000.0,367610000.0,1.6,92.97,9320000.0,2.51,3.36,8960000.0
0,0,STX,0,0,0,0,16640000000.0,19140000000.0,16.56,14.1,5.51,1.66,9.14,1.87,11.69,10.02,13.15,9.57,57.2,10250000000.0,39.44,-10.2,2850000000.0,1730000000.0,1030000000.0,3.92,11.5,1670000000.0,6.5,4260000000.0,233.66,1.51,7.07,1560000000.0,629370000.0,1.23,57.8,50.83,2930000.0,256540000.00000003,223990000.0,0.56,88.52,19020000.0,6.52,9.72,16930000.0
0,0,GME,0,0,0,0,1030000000.0,1740000000.0,,36.76,,0.19,3.11,0.34,-20.6,-5.32,-4.2,-4.71,-56.88,5160000000.0,79.32,-30.2,1910000000.0,-129400000.0,-270000000.0,-4.22,,445900000.0,6.39,1160000000.0,347.71,1.05,5.09,199200000.0,14250000.0,1.45,13.3,8.38,11820000.0,69750000.0,49420000.0,23.75,122.08,67980000.0,8.25,298.95,66810000.0
0,0,CSC,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,SWN,0,0,0,0,2200000000.0,4690000000.0,1.07,4.61,1.54,0.79,5.73,2.06,-2.29,-127.97,2.24,0.59,-165.39,2270000000.0,4.15,-17.1,998000000.0,437000000.0,-2910000000.0,-5.308,,95000000.0,0.16,2590000000.0,674.48,0.7,0.63,632000000.0,-404380000.0,1.6,2.9617,2.8135,16079999.999999998,674420000.0,601220000.0,0.59,93.62,51030000.0,3.22,13.71,60780000.0
0,0,WLP,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,ADT,0,0,0,0,6980000000.0,16239999999.999998,,9.4,,1.21,2.23,3.06,8.51,-11.18,3.68,0.73,-17.29,5300000000.0,6.99,-0.1,3740000000.0,2120000000.0,-592120000.0,-0.79,,489430000.0,0.59,10200000000.0,324.96,0.94,3.8,1410000000.0,1190000000.0,2.37,7.77,8.73,4040000.0,770710000.0,151100000.0,1.05,95.58,15840000.0,4.31,14.13,16750000.0
0,0,URBN,0,0,0,0,2630000000.0,3330000000.0,,15.85,3.04,0.75,1.84,0.95,25.92,-0.22,1.96,1.26,-0.55,3530000000.0,36.08,-1.8,1250000000.0,175580000.0,-7800000.0,-0.08,37.8,624950000.0,6.39,1320000000.0,92.54,1.45,14.64,367160000.0,114970000.0,1.63,26.97,21.69,1840000.0,97790000.0,69360000.0,42.08,74.36,6320000.0,2.72,9.27,6750000.0
0,0,ZNGA,0,0,0,0,10370000000.0,10350000000.0,138.71,36.36,,5.41,3.69,5.87,-47.32,-21.55,11.87,3.0,-15.99,1760000000.0,1.79,45.8,797570000.0,315940000.0,-379930000.0,-0.39,,755430000.0,0.7,732960000.0,26.05,0.9,2.61,317310000.0,647880000.0,0.16,8.59,9.14,21650000.0,1080000000.0,1010000000.0,6.84,77.47,105200000.0,3.79,10.45,105680000.0
0,0,MPC,0,0,0,0,,,,,,,,,,-10.42,-0.37,-0.23,-28.46,92760000000.0,143.03,-36.8,13870000000.0,3450000000.0,-9930000000.0,-14.91,,618000000.0,0.95,33520000000.000004,109.86,1.84,34.49,3500000000.0,-12210000000.0,2.24,38.46,35.56,7350000.0,650650000.0,646820000.0,0.56,76.02,33760000.0,3.72,5.21,30930000.0
0,0,CBS,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,MHFI,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,AZO,0,0,0,0,,,,,,,,,,14.05,20.14,11.99,,12990000000.0,555.81,12.9,6770000000.0,3020000000.0,1830000000.0,76.33,26.3,1660000000.0,72.81,8039999999.999999,,1.06,-44.94,,,0.84,1147.14,1162.22,22860000.0,22860000.0,22770000.0,0.35,93.45,2.05,2.05,2.31,
0,0,WGO,0,0,0,0,2009999999.9999998,2260000000.0,32.36,12.22,0.87,0.85,2.43,0.96,14.77,2.61,5.32,5.55,8.42,2360000000.0,70.87,39.1,314580000.0,163320000.0,61440000.0,1.84,33.2,292580000.0,8.67,547750000.0,66.19,2.38,24.59,270430000.0,134960000.0,2.11,53.04,57.14,33750000.0,33750000.0,32150000.0,4.52,91.32,2640000.0,4.03,9.67,2700000.0
0,0,BF-B,0,0,0,0,37570000000.0,39280000000.0,40.52,45.45,4.72,11.17,15.49,11.74,30.64,27.58,32.67,11.48,42.49,3350000000.0,7.0,-0.4,2130000000.0,1170000000.0,923000000.0,1.92,-14.9,964000000.0,2.01,2670000000.0,110.99,3.73,5.02,820000000.0,644120000.0,0.79,77.79,72.75,1080000.0,309490000.0,452390000.0,2.5,51.25,4600000.0,5.81,1.52,4760000.0
0,0,PHM,0,0,0,0,11350000000.0,11910000000.0,8.86,7.15,,1.05,1.82,1.1,6.98,12.01,15.54,9.75,22.84,10860000000.0,40.32,9.0,2410000000.0,1750000000.0,1290000000.0,4.78,52.5,2089999999.9999998,7.8,3130000000.0,50.08,5.71,23.27,1760000000.0,1230000000.0,1.44,43.05,42.13,3000000.0,268089999.99999997,261170000.00000003,3.36,89.92,7510000.0,2.51,3.19,6540000.0
0,0,AXP,0,0,0,0,96810000000.0,,29.76,17.42,14.52,3.45,4.43,,,10.52,14.32,1.78,15.1,32240000000.000004,39.94,-20.0,27320000000.0,,3280000000.0,4.06,-38.9,33180000000.0,41.21,46630000000.0,213.24,1.5,27.17,5290000000.0,,1.36,113.78,103.29,4410000.0,805200000.0,652510000.0,0.1,86.88,7430000.0,1.51,1.14,7870000.0
0,0,OKE,0,0,0,0,18470000000.0,32390000000.0,28.28,14.64,2.64,2.04,3.01,3.75,15.92,7.24,21.96,5.37,10.11,8640000000.0,20.4,-3.9,3380000000.0,2450000000.0,623930000.0,1.46,1.0,447130000.0,1.01,14620000000.0,237.85,1.57,13.83,1720000000.0,-2130000000.0,1.99,35.09,31.26,4480000.0,444400000.0,441580000.0,0.64,66.37,8640000.0,1.83,2.46,11800000.0
0,0,WYN,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,ED,0,0,0,0,24500000000.0,48250000000.0,18.06,16.34,4.8,2.0,1.32,3.94,10.68,11.06,20.66,2.73,7.64,12240000000.0,36.68,-1.0,6770000000.0,4390000000.0,1350000000.0,4.05,4.2,153000000.0,0.46,24020000000.0,128.38,0.59,55.37,2540000000.0,-1150000000.0,0.11,77.39,75.81,2210000.0,334920000.0,334340000.0,0.16,64.46,8940000.0,3.98,2.67,10020000.0
0,0,A,0,0,0,0,35920000000.0,36840000000.0,51.04,31.55,3.01,6.86,7.37,6.9,30.0,13.47,15.85,5.54,14.95,5340000000.0,17.28,8.5,2840000000.0,1150000000.0,719000000.0,2.3,14.4,1440000000.0,4.71,2360000000.0,48.41,2.33,15.93,921000000.0,513000000.0,1.05,112.33,100.36,1490000.0,306000000.0,304860000.0,0.32,89.69,3480000.0,1.68,1.14,3130000.0
0,0,MMM,0,0,0,0,99840000000.0,115730000000.0,20.29,18.42,3.16,3.18,8.4,3.65,13.46,15.65,21.19,9.55,43.76,31710000000.0,54.96,4.5,15400000000.0,8600000000.0,4960000000.0,8.53,-10.7,4570000000.0,7.92,20460000000.0,171.27,1.9,20.6,7940000000.0,5510000000.0,0.92,170.43,163.67,2430000.0,576820000.0,576230000.0,0.19,66.61,7710000.0,2.89,1.34,6810000.0
0,0,DVA,0,0,0,0,12130000000.0,22510000000.0,16.79,13.26,0.89,1.18,7.7,1.95,9.64,7.32,15.57,6.51,30.61,11540000000.0,92.9,0.7,3470000000.0,2430000000.0,832130000.0,6.68,10.8,729870000.0,6.52,11110000000.0,363.27,1.37,13.84,2170000000.0,1170000000.0,1.31,106.12,90.13,121990000.0,121990000.0,108830000.0,2.95,97.93,4380000.0,4.7,6.01,5300000.0
0,0,SHLD,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,RSH,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,KIM,0,0,0,0,6380000000.0,10940000000.0,7.3,33.9,31.99,5.84,1.17,10.09,8.4,83.81,33.65,2.02,17.27,1080000000.0,2.53,-8.2,821930000.0,626410000.0,867430000.0,2.02,,324980000.0,0.75,5450000000.0,98.04,105.26,12.66,567110000.0,265510000.0,1.44,13.97,12.53,4970000.0,432500000.0,411470000.0,2.76,86.64,12950000.0,2.07,3.8,13250000.0
0,0,SWY,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,MCK,0,0,0,0,27670000000.0,34220000000.0,13.39,9.79,,0.13,4.7,0.15,8.7,0.95,1.25,3.03,31.64,234190000000.0,1381.68,5.5,12020000000.0,3820000000.0,2230000000.0,13.03,,3090000000.0,19.25,9710000000.0,132.01,0.99,36.68,4490000000.0,3500000000.0,0.93,173.72,157.73,1150000.0,162120000.0,160430000.0,0.05,88.81,1440000.0,0.97,0.89,1690000.0
0,0,VMC,0,0,0,0,18210000000.0,20820000000.0,29.81,26.95,1.36,3.76,3.07,4.28,16.11,12.55,18.52,5.09,10.72,4870000000.0,36.73,-7.7,1260000000.0,1280000000.0,614680000.0,4.58,-7.4,1080000000.0,8.18,3730000000.0,62.92,2.12,44.76,1120000000.0,627880000.0,0.6,141.06,130.79,132509999.99999999,132509999.99999999,132199999.99999999,0.18,92.03,1400000.0,1.31,1.19,1440000.0
0,0,VIAB,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,CTAS,0,0,0,0,,,,,,,,,,13.18,17.31,9.67,27.81,7020000000.0,67.53,-3.6,3230000000.0,1500000000.0,917240000.0,8.57,19.6,421540000.0,4.03,2860000000.0,79.38,2.44,34.48,1330000000.0,988530000.0,1.49,352.01,317.49,104620000.0,104620000.0,88430000.0,15.44,66.92,2.34,2.34,1.02,3.51
0,0,BXP,0,0,0,0,15330000000.0,27300000000.0,15.39,34.84,21.02,5.35,2.59,9.55,11.97,35.99,33.01,2.61,14.19,2800000000.0,18.01,-7.5,1840000000.0,1610000000.0,994230000.0,6.4,-16.2,1710000000.0,11.02,13480000000.0,158.71,5.22,38.1,1140000000.0,901190000.0,1.26,93.8,88.95,1370000.0,155640000.0,155330000.0,0.14,97.05,4019999.9999999995,2.29,2.97,3810000.0
0,0,BK,0,0,0,0,,,,,,,,,,26.21,33.43,1.08,9.95,16430000000.0,18.33,-1.0,16489999999.999998,,4099999999.9999995,4.56,-9.7,169780000000.0,191.6,70230000000.0,,,45.57,3430000000.0,,1.05,38.75,37.39,5320000.0,886140000.0,884700000.0,0.24,84.95,8000000.0,1.44,0.9,5610000.0
0,0,TROW,0,0,0,0,34299999999.999996,32250000000.0,17.04,15.29,3.0,5.95,4.81,5.43,11.63,35.92,43.25,16.45,26.66,5940000000.0,25.76,11.9,3230000000.0,2770000000.0,2080000000.0,8.89,17.8,2230000000.0,9.84,175300000.0,2.07,2.04,31.49,1940000000.0,1950000000.0,1.17,142.54,134.89,1100000.0,227550000.0,222110000.0,1.72,72.0,5270000.0,5.28,2.35,5230000.0
0,0,NILE,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,DIS,0,0,0,0,314920000000.0,355630000000.0,51.22,86.21,2.85,4.81,3.77,5.44,67.75,-4.38,6.67,1.38,-2.44,65390000000.0,36.17,-23.1,21510000000.0,9710000000.0,-2830000000.0,-1.59,,17910000000.0,9.9,62320000000.0,63.91,1.32,46.18,7620000000.0,6230000000.0,1.17,146.08,129.01,11580000.0,1810000000.0,1810000000.0,0.21,65.66,20090000.0,1.67,1.11,17190000.0
0,0,CINF,0,0,0,0,12900000000.0,12950000000.0,16.6,20.58,,1.87,1.32,1.85,,11.34,14.54,2.49,8.3,6990000000.0,43.23,31.0,2630000000.0,1100000000.0,793000000.0,4.87,95.2,914000000.0,5.68,967000000.0,9.92,1.2,60.6,1450000000.0,772500000.0,0.57,79.09,75.85,160900000.0,160900000.0,147010000.0,6.85,67.58,7420000.0,7.54,5.71,4830000.0
0,0,PKI,0,0,0,0,16360000000.0,18130000000.0,39.59,17.86,2.06,5.05,5.06,5.61,22.95,12.74,18.87,5.71,13.88,3230000000.0,29.06,36.4,1420000000.0,849600000.0,412210000.0,3.69,201.8,258290000.00000003,2.31,2029999999.9999998,62.77,1.35,28.89,625290000.0,516110000.0,1.17,135.51,119.11,111970000.0,111970000.0,101700000.0,0.83,93.92,3760000.0,3.37,6.82,2600000.0
0,0,V,0,0,0,0,454640000000.0,463750000000.0,42.18,37.45,3.48,20.99,14.61,21.23,30.77,49.74,64.66,11.5,30.65,21850000000.0,10.22,-16.9,21120000000.0,14890000000.0,10470000000.0,4.89,-29.4,20040000000.0,9.39,24640000000.0,68.05,1.9,14.65,10440000000.0,8230000000.0,0.96,205.88,200.38,7980000.0,1700000000.0,1550000000.0,0.11,96.04,26300000.0,3.31,1.55,23540000.0
0,0,EBAY,0,0,0,0,36570000000.0,41040000000.0,15.93,14.06,0.91,3.36,12.52,4.02,10.67,45.56,25.55,10.15,80.97,11800000000.0,15.96,25.1,8289999999.999999,3690000000.0,2510000000.0,7.21,114.2,3660000000.0,5.31,8140000000.000001,278.7,1.75,4.24,2470000000.0,2250000000.0,1.26,49.6,52.53,8700000.0,699880000.0,663580000.0,3.66,94.63,23560000.0,2.1,3.6,20590000.0
0,0,MDLZ,0,0,0,0,81930000000.0,99770000000.0,27.02,20.41,3.04,3.16,3.04,3.81,20.73,11.73,16.08,4.05,11.45,26200000000.0,18.26,4.9,10340000000.0,5300000000.0,3070000000.0,2.12,-21.5,2770000000.0,1.94,20770000000.0,76.86,0.75,18.84,4400000000.0,4480000000.0,0.62,57.09,55.6,5890000.0,1430000000.0,1430000000.0,0.11,78.68,10330000.0,1.76,0.73,8840000.0
0,0,QEP,0,0,0,0,588600000.0,2230000000.0,30.38,9.48,,0.69,0.21,2.63,3.27,2.77,10.66,1.04,0.84,846100000.0,3.52,-42.2,874100000.0,659300000.0,23400000.0,0.087,,9500000.0,0.04,1650000000.0,58.9,0.96,11.55,778900000.0,172890000.0,5.2,1.5703,1.3515,4550000.0,242220000.0,222280000.0,9.15,60.37,4440000.0,0.93,2.51,4330000.0
0,0,TXN,0,0,0,0,147430000000.0,148710000000.0,30.36,27.4,2.62,10.96,17.71,10.83,22.76,36.24,38.94,18.47,57.5,13740000000.0,14.86,1.2,9160000000.0,6380000000.0,4950000000.0,5.28,-5.1,5520000000.0,6.01,6800000000.0,81.65,4.24,9.07,5770000000.0,3950000000.0,1.08,157.71,141.59,4190000.0000000005,917940000.0,916440000.0,0.23,86.53,12340000.0,3.2,1.35,12950000.0
0,0,LH,0,0,0,0,19880000000.0,25900000000.0,23.68,12.0,1.89,1.61,2.41,2.08,12.39,6.79,16.51,7.02,10.9,12440000000.0,127.87,33.0,3250000000.0,2550000000.0,844900000.0,8.62,218.7,667200000.0,6.85,6680000000.0,80.93,1.36,84.59,1930000000.0,1440000000.0,1.09,202.53,188.57,97400000.0,97400000.0,96820000.0,0.58,94.57,1400000.0,2.06,1.63,1700000.0
0,0,CMCSA,0,0,0,0,236500000000.0,325710000000.0,23.03,17.61,1.42,2.27,2.73,3.12,10.38,9.9,18.05,4.48,12.36,104250000000.0,22.82,-4.8,74500000000.0,31850000000.0,10320000000.0,2.23,-37.2,13710000000.0,3.0,109590000000.0,123.38,0.93,18.83,25930000000.0,15520000000.0,1.02,48.89,44.47,18210000.0,4570000000.0,4530000000.0,0.67,85.72,85850000.0,4.22,1.89,82430000.0
0,0,T,0,0,0,0,220980000000.0,392150000000.0,20.54,9.76,7.87,1.3,1.26,2.27,7.48,6.42,17.21,3.42,6.37,172890000000.0,24.02,-5.0,97050000000.0,54940000000.0,10960000000.0,1.52,-23.9,9820000000.0,1.38,187670000000.0,96.21,0.84,24.64,44990000000.0,35610000000.0,0.67,28.94,29.36,40280000.0,7130000000.0,7120000000.0,0.08,53.57,133100000.0,3.57,1.87,138010000.0
0,0,CMI,0,0,0,0,32030000000.0,33290000000.0,20.26,15.8,2.3,1.66,4.16,1.7,11.73,8.12,9.18,5.35,18.39,19560000000.0,131.25,-11.3,5980000000.0,2470000000.0,1590000000.0,10.61,-19.5,3310000000.0,22.38,4650000000.0,53.79,1.94,52.03,2420000000.0,1270000000.0,1.13,227.25,204.96,1070000.0,148010000.0,147320000.0,0.34,85.36,2830000.0,2.58,1.92,2680000.0
0,0,LLL,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,FIS,0,0,0,0,90030000000.0,108390000000.0,630.39,21.83,1.38,7.19,1.84,8.62,26.46,-0.83,12.2,1.15,-0.19,12580000000.0,20.37,13.3,3720000000.0,4450000000.0,-104000000.0,-0.17,-87.0,2370000000.0,3.81,20190000000.0,41.02,0.78,79.08,3690000000.0,4510000000.0,0.84,143.07,142.9,2990000.0,620510000.0,618480000.0,0.36,93.74,5080000.0,1.66,0.82,4520000.0
0,0,CCI,0,0,0,0,67170000000.0,92690000000.0,110.46,59.17,3.0,11.36,7.11,15.98,31.13,13.1,27.51,2.57,7.26,5770000000.0,13.78,0.3,3780000000.0,3130000000.0,671000000.0,1.6,-32.6,242000000.0,0.56,25330000000.0,266.61,0.62,22.05,2880000000.0,763750000.0,0.32,162.82,164.86,2029999.9999999998,431000000.0,429120000.0,0.41,92.77,3560000.0,1.95,0.95,3260000.0
0,0,HOV,0,0,0,0,207600000.0,1650000000.0,4.81,1.35,,0.09,,0.7,10.34,2.17,5.89,4.66,,2340000000.0,378.72,-4.2,381020000.0,143310000.0,50930000.0,7.03,,262490000.0,42.74,1570000000.0,,3.93,-93.17,,,2.65,37.33,30.25,5520000.0,5520000.0,4670000.0,14.36,36.24,2.86,2.86,11.42,
0,0,CRM,0,0,0,0,201440000000.0,197790000000.0,57.78,62.89,3.14,10.01,5.0,9.75,69.74,17.53,1.31,0.31,9.67,20290000000.0,22.51,20.1,12860000000.0,2020000000.0,3560000000.0,3.86,,9490000000.0,10.37,6220000000.0,15.44,1.22,44.1,4260000000.0,5990000000.0,1.21,241.03,223.53,7880000.0,915000000.0,881750000.0,3.62,83.49,14590000.0,1.92,1.85,11610000.0
0,0,EW,0,0,0,0,52470000000.0,51860000000.0,66.63,38.61,3.02,12.16,12.46,11.87,38.44,18.18,29.85,12.77,19.79,4370000000.0,7.01,4.3,3230000000.0,1400000000.0,794100000.0,1.26,18.4,1300000000.0,2.08,690100000.0,16.39,3.52,6.76,1050000000.0,393460000.0,0.97,82.34,78.46,2540000.0,623250000.0,618240000.0,0.68,86.41,5320000.0,1.91,0.87,4980000.0
0,0,DPS,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,DTV,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,HCN,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,PAYX,0,0,0,0,33009999999.999996,33040000000.0,31.66,32.68,6.12,8.33,11.88,8.3,20.49,26.26,35.05,10.25,39.47,3980000000.0,11.1,-6.0,2760000000.0,1600000000.0,1050000000.0,2.9,-19.9,866300000.0,2.41,898100000.0,32.32,1.25,7.73,1360000000.0,1190000000.0,0.91,91.1,80.03,1580000.0,359500000.0,320860000.0,10.77,72.91,7720000.0,5.25,2.41,7620000.0
0,0,NU,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,DGX,0,0,0,0,16450000000.0,19990000000.0,15.05,13.42,1.53,1.99,2.57,2.39,10.15,13.22,18.91,7.55,18.85,8359999999.999999,62.75,42.4,2720000000.0,1930000000.0,1100000000.0,8.11,164.2,1600000000.0,11.91,5150000000.0,78.9,1.4,47.41,1810000000.0,1100000000.0,1.07,123.71,118.98,1120000.0,134770000.0,134039999.99999999,0.5,91.17,2360000.0,2.08,1.98,2009999.9999999998
0,0,ETN,0,0,0,0,45380000000.0,53140000000.0,33.48,23.26,2.88,2.52,3.13,2.89,19.42,7.53,9.98,3.65,9.15,18410000000.0,45.35,-14.8,7050000000.0,2660000000.0,1390000000.0,3.4,-25.8,767000000.0,1.92,8670000000.0,59.73,1.49,36.32,2940000000.0,836880000.0,1.15,115.35,101.96,1700000.0,398600000.0,397600000.0,0.21,82.98,3310000.0,1.64,0.83,2580000.0
